insCode,instrumentID,cValMne,lVal18,cSocCSAC,lVal18AFC,lVal30,cIsin,lastDate,flow,lSoc30,status_code,group_code,market_type_code,cComVal,cSecVal,cSoSecVal,yVal
61978776664766359,IRO3NPMP0001,NPMP1,N. Pouneh Mashhad,NPMP,غپونه,نوش پونه مشهد,IRO3NPMP0001,20230909,2,نوش پونه مشهد,A,Z1,NO,3,42,4249,303
61985386521682984,IRX6X67T0006,X67T6,Index Group 67,IDXS,67-اداره بازارمال6,67-اداره بازارهای مالی,IRX6X67T0008,20171213,1,شرکت شاخص,I,00,ID,6,X1,X1  ,68
61992978919342064,IRR3GZIZ0101,GZIX1,Gohar Zamin Iron-R,GZIZ,کگهرح,ح . سنگ آهن گهرزمین,IRR3GZIZ0104,20210419,2,سنگ آهن گهرزمین,A,Z1,NO,3,13,1310,403
62012736978844991,IRT3DAAF0001,DAAF1,Dara Algorithm ETF,DAAF,دارا,صندوق س. دارا الگوریتم-د,IRT3DAAF0005,20230702,2,صندوق س. دارا الگوریتم-د,A,1A,NO,4,68,6812,305
62107151670661969,IRO3ABCZ0001,ABCZ1,Abhar Cable,ABCZ,بکابل,سیم و کابل ابهر,IRO3ABCZ0002,20230909,2,سیم و کابل ابهر,A,Z1,NO,3,31,3130,303
62112755518938806,IRB3PP010561,PP1Q1,PadideMRB260920,PP01,پدیده05,مرابحه پلاستیک پدیده 14050629,IRB3PP010562,20230607,2,مرابحه سپهرپلاستیک پدیده,A,17,NO,4,69,6911,306
62113086389760694,IRR7BSHP0101,BSHX1,City Bank-R,BSHP,وشهرح,ح بانک شهر,IRR7BSHP0107,20210906,4,بانک شهر,A,P1,NO,7,57,5719,404
62163307327505842,IRO6MSKZ0061,MZ331,Mortgage Right0006,MSKZ,تسه0006,امتیازتسهیلات مسکن شهریور1400,IRO6MSKZ0063,20230717,2,بانک مسکن,A,M1,NO,4,59,5910,307
62177651435283872,IRO1NKOL0001,NKOL1,NiroCholor,NKOL,شکلر,نیروکلر,IRO1NKOL0000,20230909,1,نیروکلر,A,N1,NO,3,44,4411,300
62213941696841599,IRR7IENP0101,IENX1,Eghtesad Novin-R,IENP,سنوینح,ح.سرمایه گذاری اقتصاد نوین,IRR7IENP0108,20210126,4,سرمایه گذاری اقتصاد نوین,A,P1,NO,7,56,5699,404
62221150547292335,IRR1MSTI0101,MSTX1,Motorsazan-R,MSTI,خموتورح,ح . موتورسازان تراکتورسازی,IRR1MSTI0105,20230614,1,موتورسازان تراکتورسازی ایران,A,N2,NO,5,34,3410,400
62235397452612911,IRT1DARA0001,DARA1,DARA ETF,DARA,دارا یکم,صندوق واسطه گری مالی یکم-سهام,IRT1DARA0003,20230227,1,صندوق واسطه گری مالی یکم-سهام,A,51,NO,4,68,6811,305
62258804563636993,IRO1GSKE0001,GSKE1,A. I. S. D.,GSKE,تکشا,گسترش صنایع وخدمات کشاورزی,IRO1GSKE0004,20230909,1,گسترش صنایع وخدمات کشاورزی,A,N2,NO,5,29,2921,300
62275280734625819,IRR1TSBE0101,TSBX1,Behshahr Inv.-R,TSBE,وبشهرح,ح . صنایع  بهشهر(هلدینگ,IRR1TSBE0102,20171213,1,توسعه  صنایع  بهشهر(هلدینگ,A,N1,NO,1,42,4299,400
62310858666404704,IRO7RTRP0001,RTRP1,Rahnavard Transp.,RTRP,حرهور,مجتمع ترابری رهنورد,IRO7RTRP0004,20230909,4,مجتمع ترابری رهنورد,A,P1,NO,7,60,6023,309
62335410549871018,IRXZXINV0006,XINV6,IFB Investment Ind,IDXS,سرمایه گذاری فرا6,شاخص سرمایه گذاری فرابورس,IRXZXINV0006,20180721,2,شرکت شاخص,I,00,ID,6,X1,X1  ,69
62346804681275278,IRO1SGAZ0001,SGAZ1,Glass and Gas,SGAZ,کگاز,شیشه  و گاز,IRO1SGAZ0001,20230909,1,شیشه  و گاز,A,N2,NO,5,54,5410,300
62404730109947970,IRO1KRSH0001,KRSH1,Kourosh Food Ind.,KRSH,غکورش,صنعت غذایی کورش,IRO1KRSH0008,20230909,1,صنعت غذایی کورش,A,N2,NO,5,42,4214,300
62482979875800546,IRB3KM040361,KM4Q1,Ker.MotorMRB240904,KM04,کرمان03,مرابحه کرمان موتور14030614,IRB3KM040369,20230607,2,مرابحه کرمان موتور030614,A,17,NO,4,69,6911,306
62535800667941010,IRXZXOBM0006,XOBM6,IFB OTC BaseMarket,IDXS,بازارپایه6,شاخص بازار پایه فرابورس,IRXZXOBM0003,20200607,2,شرکت شاخص,I,00,ID,6,X1,X1  ,69
62558705479545830,IRO7IRNP0001,IRNP1,Iranit,IRNP,سایرا,ایرانیت,IRO7IRNP0001,20230909,4,ایرانیت,A,C1,NO,7,54,5495,309
62575434414985179,IRT3OJDF0001,OJDF1,Owj Damavand ETF,OJDF,اوج,صندوق س.اوج دماوند-س,IRT3OJDF0000,20220906,2,صندوق س.سهام اوج دماوند,A,T1,NO,4,68,6811,305
62603302940123327,IRO1SNRO0001,SNRO1,Nirou Inv.,SNRO,ونیرو,سرمایه گذاری نیرو,IRO1SNRO0006,20230909,1,سرمایه گذاری نیرو,A,N1,NO,1,40,4010,300
62646814643945739,IRR7SHQP0101,SHQX1,Qazvin Glass-R,SHQP,کقزویح,ح.شیشه  قزوین,IRR7SHQP0100,20190908,4,شیشه  قزوین,A,P1,NO,7,54,5410,404
62657468447101257,IRB4O03005C1,O0301,SOV.GMR128SP270315,O030,اراد128,مرابحه عام دولت128-ش.خ051224,IRB4O03005C1,20230607,2,مرابحه عام دولت128-ش.خاص0512,A,17,NO,4,69,6945,706
62691002126902464,IRX6X14T0006,X14T6,Index Group 14,IDXS,14-سایر معادن6,14-سایر معادن,IRX6X14T0002,20171212,1,شرکت شاخص,I,00,ID,6,X1,X1  ,68
62697916952943808,IRB3KM030231,KM3Q1,Ker.MotorMRB230527,KM03,کرمان02,مرابحه کرمان موتور14020306,IRB3KM030238,20230607,2,مرابحه کرمان موتور020306,A,17,NO,4,69,6911,306
62708526880913292,IRT3SELF0001,SELF1,Sahel ETF,SELF,ساحل,صندوق س.اوراق دولت خلیج فارس-د,IRT3SELF0001,20230709,2,ص.س.مختص اوراق دولتی خلیج فارس,A,1A,NO,4,68,6812,305
62752761908615603,IRX6XTAL0006,XTAL6,Main Board Index,IDXS,شاخص بازار اول6,شاخص بازار اول,IRX6XTAL0001,20171212,1,شرکت شاخص,I,00,ID,6,X1,X1  ,68
62781722479769997,IRR1SADB0101,SADX1,Ardebil Cement-R,SADB,ساربیلح,ح . سیمان آرتا اردبیل,IRR1SADB0104,20180110,1,سیمان  آرتا اردبیل,A,N2,NO,5,53,5394,400
62786156501584862,IRO1PASH0001,PASH1,Paksho,PASH,پاکشو,گروه صنعتی پاکشو,IRO1PASH0002,20230909,1,گروه صنعتی پاکشو,A,N2,NO,5,44,4424,300
62810990108260391,IRR1GOLG0101,GOLX1,Gol-E-Gohar.-R,GOLG,کگلح,ح . معدنی و صنعتی گل گهر,IRR1GOLG0107,20230617,1,معدنی و صنعتی گل گهر,A,N1,NO,1,13,1310,400
62845384302495432,IRT3HIVF0001,HIVF1,Hiva ETF,HIVF,هیوا,صندوق س. ثروت هیوا-س,IRT3HIVF0008,20220906,2,صندوق س. در سهام ثروت هیوا,A,T1,NO,4,68,6811,305
62952165421099192,IRO1KALZ0001,KALZ1,Alborz Cable,KALZ,بالبر,کابل  البرز,IRO1KALZ0002,20230909,1,کابل  البرز,A,N2,NO,5,31,3130,300
62976078864310826,IRR7POIP0101,POIX1,Polyacryl Iran-R,POIP,شپلیح,ح . پلی اکریل ایران,IRR7POIP0104,20210810,4,پلی اکریل ایران,A,P1,NO,7,44,4430,404
62977319271289925,IRO3KBCZ0001,KBCZ1,KBC Company,KBCZ,کی بی سی,شرکت کی بی سی,IRO3KBCZ0000,20230909,2,شرکت کی بی سی,A,Z1,NO,3,43,4323,303
63084741752814852,IRO7DSHP0001,DSHP1,Shirin Daru,DSHP,دشیری,شیرین دارو,IRO7DSHP0003,20230909,4,شیرین دارو,A,P1,NO,7,43,4323,309
63178552116864821,IRB3TR080451,TR081,TreasuryBill250811,TR08,اخزا103,اسناد خزانه-م3بودجه01-040520,IRB3TR080452,20221115,2,اسنادخزانه اسلامی-م3بودجه1401,A,I1,NO,4,69,6940,306
63190039561056038,IRR1PARK0101,PARX1,Shazand Petr.-R,PARK,شاراکح,ح . پتروشیمی شازند,IRR1PARK0100,20171223,1,پتروشیمی شازند,A,N1,NO,1,44,4411,400
63212568428266707,IRB4SG950251,G95Q1,SOV.GMR95.SP230805,SG95,اراد95,مرابحه عام دولت95-ش.خ020514,IRB4SG950251,20230607,2,مرابحه عام دولت95-ش.خاص0205,A,17,NO,4,69,6945,706
63231914772162120,IRR3DBRZ0101,DBRX1,Tadbirgaran Inv-R,DBRZ,سدبیرح,ح. س. تدبیرگران فارس وخوزستان,IRR3DBRZ0104,20220418,2,س. تدبیرگران فارس وخوزستان,A,1Z,NO,1,56,5699,403
63252585459649141,IRB3MA040571,MA4Q1,Mehr LOT.IJR261022,MA04,مهان03,اجاره مهرآیندگان لوتوس0507,IRB3MA040577,20230607,2,اجاره مهرآیندگان لوتوس0507,A,17,NO,4,69,6910,306
63257581642957045,IRB3SJ020751,SJ021,SamanIJR280814,SJ02,سامان07,اجاره توسعه س. سامان14070524,IRB3SJ020756,20230815,2,توسعه سرمایه گذاری سامان0705,A,17,NO,4,69,6910,306
63310105340116493,IRR1SKAZ0101,SKAX1,Khazar Cement-R,SKAZ,سخزرح,ح . سیمان  خزر,IRR1SKAZ0107,20200226,1,سیمان  خزر,A,N1,NO,3,53,5394,400
63315013743060811,IRO7NORP0001,NORP1,Noor Invest.,NORP,ثنور,سرمایه گذاری کوه نور,IRO7NORP0003,20230909,4,سرمایه گذاری کوه نور,A,P1,NO,7,70,7010,309
63349738932971032,IRR3KBCZ0101,KBCX1,KBC Company-R,KBCZ,کی بی سیح,ح. شرکت کی بی سی,IRR3KBCZ0102,20221129,2,شرکت کی بی سی,A,16,NO,3,43,4323,403
63363116407864462,IRO1ASAL0001,ASAL1,Absal,ASAL,لابسا,آبسال,IRO1ASAL0003,20230909,1,آبسال,A,N2,NO,5,29,2919,300
63380098535169030,IRO1GNBO0001,GNBO1,Neyshabour S.,GNBO,قنیشا,قند  نیشابور,IRO1GNBO0008,20230909,1,قند نیشابور,A,N2,NO,5,38,3842,300
63452629875913229,IRR1ROZD0101,ROZX1,Rouz Darou P.-R,ROZD,دروزح,ح . داروسازی  روزدارو,IRR1ROZD0101,20171213,1,داروسازی  روزدارو,A,N2,NO,5,43,4323,400
63481599728522324,IRO1SAHD0001,SAHD1,Shahed Inv.,SAHD,ثشاهد,سرمایه  گذاری  شاهد,IRO1SAHD0006,20230909,1,سرمایه  گذاری  شاهد,A,N1,NO,1,70,7010,300
63499217872110599,IRO7SHQP0001,SHQP1,Qazvin Glass,SHQP,کقزوی,شیشه  قزوین,IRO7SHQP0008,20230909,4,شیشه  قزوین,A,P1,NO,7,54,5410,309
63531021766590755,IRO3CDSZ0001,CDSZ1,CDS,CDSZ,سپرده,سپرده گذاری مرکزی و تسویه وجوه,IRO3CDSZ0000,20230909,2,سپرده گذاری مرکزی و تسویه وجوه,A,Z1,NO,3,67,6712,303
63552922113415543,IRR1MRAM0101,MRAX1,Mahram Mfg.-R,MRAM,غمهراح,ح . تولیدی مهرام,IRR1MRAM0101,20210530,1,تولیدی مهرام,A,N2,NO,5,42,4249,400
63563137542184264,IRO3ZF560001,ZF561,Moj Tamin Co.,ZF56,موج تامین,موج تامین ارتباطات پارس,IRO3ZF560007,20220108,2,موج تامین ارتباطات پارس,A,Z1,NO,5,64,6420,303
63570910379296908,IRO1OS300001,OS301,Yazd Inv.,OS30,وسیزد,شرکت س استان یزد,IRO1OS300008,20230909,1,شرکت س استان یزد,A,N2,NO,5,56,5699,300
63580313877463104,IRO1YASA0001,YASA1,Iran Yasa Tire,YASA,پاسا,ایران یاساتایرورابر,IRO1YASA0008,20230909,1,ایران یاساتایرورابر,A,N2,NO,5,25,2511,300
63609792127572476,IRB3W0250261,W0251,PCC Sharhr20230922,W025,گام020661,گواهی اعتبار مولد شهر0206,IRB3W0250269,20230607,2,گواهی اعتبار مولد شهر0206,A,17,NO,4,69,6922,306
63679592178109910,IRO1TMDN0001,TMDN1,Tamadon Investment,TMDN,تمدن,تامین سرمایه تمدن,IRO1TMDN0003,20230909,1,تامین سرمایه تمدن,A,N2,NO,5,67,6719,300
63689155520282158,IRR1TSHE0101,TSHX1,Pars Tousheh-R,TSHE,وتوشهح,ح . سرمایه  گذاری  پارس  توشه,IRR1TSHE0106,20171213,1,سرمایه گذاری پارس  توشه,A,N1,NO,1,29,2999,400
63704201144621295,IRO7BNDP0001,BNDP1,Darya bandar Co,BNDP,حبندر,دریایی و کشتیرانی خط دریابندر,IRO7BNDP0004,20230909,4,دریایی و کشتیرانی خط دریابندر,A,P1,NO,7,60,6003,309
63830424809501048,IRO3APDZ0001,APDZ1,Atieh Dade Pardaz,APDZ,اپرداز,آتیه داده پرداز,IRO3APDZ0005,20230909,2,آتیه داده پرداز,A,1Z,NO,1,73,7310,303
63888998422355039,IRT3PC010001,PC011,Noafarin PCF-PR,PC01,نوآور,ص.اعتبارسرمایه نوآفرین70%تادیه,IRT3PC010007,20230515,2,ص.س.خصوصی اعتبارسرمایه نوآفرین,A,T1,NO,4,68,6816,305
63915926161403347,IRO1KHSH0001,KHSH1,E. Kh. Shargh,KHSH,خشرق,الکتریک  خودرو شرق,IRO1KHSH0000,20230909,1,الکتریک  خودرو شرق,A,N2,NO,5,34,3430,300
63917421733088077,IRO1BTEJ0001,BTEJ1,S*Tejarat Bank,BTEJ,وتجارت,بانک تجارت,IRO1BTEJ0001,20230909,1,بانک تجارت,A,N1,NO,3,57,5719,300
63935385130969014,IRR7KSDP0101,KSDX1,Kashi Sadaf Co-R,KSDP,کصدفح,ح .کاشی صدف سرام استقلال آباده,IRR7KSDP0100,20230723,4,کاشی صدف سرام استقلال آباده,A,P1,NO,7,49,4993,404
63965059137798192,IRO7FNRP0001,FNRP1,Azarab Indus.,FNRP,فنرژی,گسترش صنایع انرژی آذرآب,IRO7FNRP0004,20230909,4,گسترش صنایع انرژی آذرآب,A,C1,NO,7,28,2813,309
64124003812404302,IRR7LKPP0101,LKPX1,Pars Alliance-R,LKPP,لخانهح,ح.لوازم  خانگی  پارس,IRR7LKPP0103,20230314,4,لوازم  خانگی  پارس,A,16,NO,7,29,2930,404
64147416931510702,IRB3SA0600B1,SA6Q1,ArvandML.MNF220202,SA06,اروند06,منفعت صبا اروند ملت 14001113,IRB3SA0600B4,20221212,2,منفعت صبا اروند ملت 14001113,A,17,NO,4,69,6947,306
64155926828410021,IRO7AZRP0001,AZRP1,Azarit,AZRP,ساذری,آذریت,IRO7AZRP0005,20230909,4,آذریت,A,P1,NO,7,54,5495,309
64216772923447100,IRT1SHTF0001,SHTF1,Shetab ETF,SHTF,شتاب,صندوق س سهامی شتاب آگاه-اهرمی,IRT1SHTF0002,20230823,1,صندوق س سهامی شتاب آگاه-اهرمی,A,51,NO,4,68,6811,305
64217006537761390,IRO1OS200001,OS201,Kerman Inv.,OS20,وسکرمان,س.سهام عدالت استان کرمان,IRO1OS200000,20230909,1,س.سهام عدالت استان کرمان,A,N2,NO,5,56,5699,300
64277529720340548,IRR7PKZP0101,PKZX1,Kazeroon Petro.-R,PKZP,کازروح,ح. پتروشیمی کازرون,IRR7PKZP0107,20180721,4,پتروشیمی کازرون,A,P1,NO,7,44,4411,404
64298008532791199,IRO3SYNZ0001,SYNZ1,Saina Company,SYNZ,ساینا,صنایع بهداشتی ساینا,IRO3SYNZ0002,20230909,2,صنایع بهداشتی ساینا,A,1Z,NO,1,44,4424,303
64341992373049080,IRO3DBRZ0001,DBRZ1,Tadbirgaran Inv,DBRZ,سدبیر,س. تدبیرگران فارس وخوزستان,IRO3DBRZ0002,20230909,2,س. تدبیرگران فارس وخوزستان,A,1Z,NO,1,56,5699,303
64358061873294912,IRO1FIBR0001,FIBR1,Iran Board,FIBR,چفیبر,فیبر ایران,IRO1FIBR0003,20230909,1,فیبر ایران,A,N2,NO,5,20,2021,300
64375097205269506,IRO3ZF090001,ZF091,Arian,ZF09,آریان,پارس آریان,IRO3ZF090005,20230725,2,سرمایه گذاری پارس آریان,A,Z1,NO,5,65,6599,303
64398752936726842,IRB4O02505B1,O0251,SOV.GMR123SP270206,O025,اراد123,مرابحه عام دولت123-ش.خ051117,IRB4O02505B3,20230607,2,مرابحه عام دولت123-ش.خاص0511,A,17,NO,4,69,6945,706
64463015242763957,IRR3STIZ0101,STIX1,Saba Tamin Inv.-R,STIZ,صباح,ح . سرمایه گذاری صبا تامین,IRR3STIZ0108,20230708,2,سرمایه گذاری صبا تامین,A,Z1,NO,3,56,5699,403
64485827086284311,IRO7JSHP0001,JSHP1,Iran Weld & Ox.,JSHP,فجوش,جوش  و اکسیژن  ایران,IRO7JSHP0007,20230909,4,جوش  و اکسیژن  ایران,A,P1,NO,7,28,2899,309
64536596666647539,IRB4SG900521,G90Q1,SOV.GMR90.SP260507,SG90,اراد90,مرابحه عام دولت90-ش.خ050217,IRB4SG900520,20230607,2,مرابحه عام دولت90-ش.خاص0502,A,17,NO,4,69,6945,706
64619251116188373,IRO3PGRZ0001,PGRZ1,Peyvand Gostar,PGRZ,بپیوند,برق و انرژی پیوندگستر پارس,IRO3PGRZ0003,20230909,2,برق و انرژی پیوندگستر پارس,A,1Z,NO,1,40,4010,303
64699417405634265,IRO3ANQZ0001,ANQZ1,Atrin Nakh Qom,ANQZ,نطرین,عطرین نخ قم,IRO3ANQZ0002,20230909,2,عطرین نخ قم,A,1Z,NO,1,17,1711,303
64703398743024121,IRO1TTZC0001,TTZC1,Zangan Dist. Trans,TTZC,برانسفو,ترانسفورماتور توزیع زنگان,IRO1TTZC0003,20230909,1,ترانسفورماتور توزیع زنگان,A,N2,NO,5,31,3110,300
64707090254488560,IRO7ETMP0001,ETMP1,Etemad Gostar,ETMP,ثعتما,س. ساختمانی اعتماد گستر,IRO7ETMP0004,20230909,4,س. ساختمانی اعتماد گستر,A,P1,NO,7,70,7010,309
64749875350678762,IRO3MSZ92031,MK331,BANK MASKAN,MSKZ,تسه9203,امتیاز تسهیلات مسکن خرداد 92,IRO3MSZ92037,20180721,2,بانک مسکن,A,Z1,NO,4,59,5910,303
64758051860621791,IRR7NIRP0101,NRIX1,Niro Sarmayeh. -R,NIRP,نیروح,ح.نیرو سرمایه,IRR7NIRP0103,20230717,4,نیرو سرمایه,A,P1,NO,7,31,3110,404
64830219968399810,IRB3AR010761,AR011,Actover1MRB280902,AR01,اکتوور071,مرابحه اکتوور کو-کاردان070612,IRB3AR010765,20230903,2,مرابحه اکتوور کو-کاردان070612,A,17,NO,4,69,6911,306
64842837716888827,IRO7SDLP0001,SDLP1,S*Saipa Diesel,SDLP,خکاوه,سایپا دیزل,IRO7SDLP0007,20230909,4,سایپا دیزل,A,P1,NO,7,34,3410,309
64843936383937546,IRO3PGLZ0001,PGLZ1,Pegah Golestan,PGLZ,غگلستا,شیر پاستوریزه پگاه گلستان,IRO3PGLZ0009,20230909,2,شیر پاستوریزه پگاه گلستان,A,1Z,NO,1,42,4220,303
64942549055019553,IRT1SARV0001,SARV1,SARV ETF,SARV,سرو,صندوق س سروسودمند مدبران-سهام,IRT1SARV0001,20230227,1,صندوق س سروسودمند مدبران-سهام,A,51,NO,4,68,6811,305
64961422995450699,IRB3TR050431,TR051,TreasuryBill250616,TR05,اخزا101,اسناد خزانه-م1بودجه01-040326,IRB3TR050430,20220906,2,اسنادخزانه اسلامی-م1بودجه1401,A,I1,NO,4,69,6940,306
64965125353117675,IRB1QM070001,QM7Q1,Quotes 07,QM07,مظنه7,مظنه پذیره7- اوراق منفعت دولت,IRB1QM070008,20220525,2,مظنه پذیره نویسی اوراق دولتی7,A,18,NO,4,69,6946,402
64973252728260903,IRO3KBIZ0001,KBIZ1,KBahman Inv. Mng.,KBIZ,وکبهمن,مدیریت سرمایه گذاری کوثربهمن,IRO3KBIZ0004,20230909,2,مدیریت سرمایه گذاری کوثربهمن,A,1Z,NO,1,56,5699,303
64995030083251905,IRR3GASZ0101,GASX1,Ghassem Co.-R,GASZ,قاسمح,ح. قاسم ایران,IRR3GASZ0101,20200406,2,قاسم ایران,A,Z1,NO,3,47,4721,403
65004959184388996,IRO1ALIR0001,ALIR1,S*Iran Aluminium,ALIR,فایرا,آلومینیوم ایران,IRO1ALIR0006,20230909,1,آلومینیوم ایران,A,N2,NO,5,27,2720,300
65018804181564924,IRO3GOMZ0001,GOMZ1,Omid Goharan,GOMZ,گوهران,سرمایه گذاری توسعه گوهران امید,IRO3GOMZ0009,20230909,2,سرمایه گذاری توسعه گوهران امید,A,Z1,NO,3,56,5699,303
65023851436340574,IRT1SKDF0001,SKDF1,Kardan ETF,SKDF,کاردان,صندوق س تجارت شاخصی کاردان,IRT1SKDF0005,20230227,1,صندوق س تجارت شاخصی کاردان,A,51,NO,4,68,6811,305
65025801939466586,IRR7PDHP0101,PDHX1,Dehdasht Petro.-R,PDHP,دهدشتح,ح.صنایع پتروشیمی دهدشت,IRR7PDHP0108,20190908,4,صنایع پتروشیمی دهدشت,A,P1,NO,7,44,4411,404
65041567577976981,IRO3LOMZ0001,LOMZ1,Omid Lyzing Co.,LOMZ,ولامید,شرکت لیزینگ امید,IRO3LOMZ0002,20230909,2,شرکت لیزینگ امید,A,Z1,NO,3,65,6591,303
65076753814657179,IRB4SO190671,O19Q1,SOV.GMR118SP271017,SO19,اراد118,مرابحه عام دولت118-ش.خ060725,IRB4SO190676,20230607,2,مرابحه عام دولت118-ش.خاص0607,A,17,NO,4,69,6945,706
65105171282116087,IRB3AR050761,AR051,Actover5MRB280902,AR05,اکتوور075,مرابحه اکتوور کو-پاداش070612,IRB3AR050761,20230903,2,مرابحه اکتوور کو-پاداش070612,A,17,NO,4,69,6911,306
65109705130666913,IRI3I0060001,I0061,Ceiling Body Dryer,I006,خشککن,بدن خشک کن سقفی,IRI3I0060009,20180721,2,بدن خشک کن سقفی,A,Z1,NO,5,76,7612,903
65122215875355555,IRO1PFAN0001,PFAN1,Fanavaran Petr.,PFAN,شفن,پتروشیمی فناوران,IRO1PFAN0009,20230909,1,پتروشیمی فناوران,A,N1,NO,1,44,4411,300
65249046611427924,IRT1FRDA0001,FRDA1,Avaye Farda ETF,FRDA,فردا,صندوق س آوای فردای زاگرس-ثابت,IRT1FRDA0008,20230227,1,صندوق س آوای فردای زاگرس-ثابت,A,H1,NO,4,68,6812,305
65266756318187150,IRR1KGND0101,KGNX1,Ghandi Cables.-R,KGND,بکامح,ح.کارخانجات تولیدی شهید قندی,IRR1KGND0102,20230717,1,کارخانجات تولیدی شهید قندی,A,N1,NO,1,31,3130,400
65274156746735225,IRO3Z0780001,Z0781,Pardis Insur.,Z078,بیمه پردیس,بیمه پردیس50% تادیه,IRO3Z0780008,20211218,2,بیمه پردیس50% تادیه,A,21,NO,5,66,6603,303
65321970913593427,IRO1SKOR0001,SKOR1,Kordesta Ce. Co.,SKOR,سکرد,سیمان کردستان,IRO1SKOR0009,20230909,1,سیمان کردستان,A,N1,NO,3,53,5394,300
65339948604901401,IRB3SS2199C1,S21Q1,SSI-IJR2-AMN210316,SS21,شستا991,اجاره تامین اجتماعی-امین991226,IRB3SS2199C5,20221212,2,اجاره شستا-بخش2-امین13991226,A,17,NO,4,69,6910,306
65362757179367923,IRO5EGCS0001,EGCS1,EkbatanGas Control,EGCS,فکباتا,کنترل گاز اکباتان,IRO5EGCS0000,20210912,2,کنترل گاز اکباتان,A,V1,NO,9,33,3312,313
65363650356110758,IRXZXOUT0006,XOUT6,IFB Outsourcing,IDXS,پیمانکاری فرابورس6,شاخص پیمانکاری فرابورس,IRXZXOUT0003,20180721,2,شرکت شاخص,I,00,ID,6,X1,X1  ,69
65367224352535772,IRB4SG730421,G73Q1,SOV.GMR73.SP250509,SG73,اراد73,مرابحه عام دولت73-ش.خ0402,IRB4SG730422,20230607,2,مرابحه عام دولت73-ش.خاص0402,A,17,NO,4,69,6945,706
65372898104738885,IRB3KM0200B1,KM2Q1,Ker.MotorMBS220219,KM02,کرمان00,رهنی کرمان موتور14001130,IRB3KM0200B5,20221212,2,اوراق رهنی کرمان موتور,A,17,NO,4,69,6913,306
65399177481731892,IRB3NA010681,NA011,Navard MRB271105,NA01,نورد06,مرابحه ذوب و نوردکرمان14060814,IRB3NA010686,20230607,2,مرابحه ذوب آهن و نورد کرمان,A,17,NO,4,69,6911,306
65414507129586385,IRO1KHAZ0001,KHAZ1,Pars Khazar,KHAZ,لخزر,پارس  خزر,IRO1KHAZ0008,20230909,1,پارس  خزر,A,N2,NO,5,29,2930,300
65472108074101196,IRR7APTP0101,APTX1,Abadan Petro-R,APTP,شپتروح,ح . پتروشیمی آبادان,IRR7APTP0107,20230212,4,پتروشیمی آبادان,A,16,NO,7,44,4413,404
65490886290565185,IRO7ZNGP0001,ZNGP1,Zangan Equip.,ZNGP,شزنگ,تجهیزنیروی زنگان,IRO7ZNGP0003,20230909,4,تجهیزنیروی زنگان,A,C1,NO,7,23,2320,309
65576885779918210,IRT3RETF0001,RETF1,Retirement ETF,RETF,مدیر,ص.س.مدیریت ثروت ص.بازنشستگی-س,IRT3RETF0004,20220906,2,صندوق مدیریت ثروت ص.بازنشستگی,A,T1,NO,4,68,6811,305
65614373112361128,IRR1KSIM0101,KSIX1,Calcimine-R,KSIM,فاسمینح,ح . کالسیمین,IRR1KSIM0104,20200823,1,کالسیمین,A,N1,NO,1,27,2720,400
65658464061006386,IRB3TB6400A1,TB641,TreasuryBill211227,TB64,اخزا810,اسنادخزانه-م10بودجه98-001006,IRB3TB6400A1,20211222,2,اسنادخزانه اسلامی-م10بودجه1398,A,I1,NO,4,69,6940,306
65671173927025645,IRO3TUKZ0001,TUKZ1,TUKA Co.,TUKZ,کتوکا,تولیدی و خدمات صنایع نسوز توکا,IRO3TUKZ0008,20230909,2,تولیدی و خدمات صنایع نسوز توکا,A,1Z,NO,1,54,5492,303
65675836323214668,IRX6X11T0006,X11T6,Oil production,IDXS,استخراج نفت جزکشف6,استخراج نفت جزکشف11,IRX6X11T0005,20210109,1,شرکت شاخص,I,00,ID,6,X1,X1  ,68
65676208671737936,IRB3TB670121,TB671,TreasuryBill220509,TB67,اخزا813,اسنادخزانه-م13بودجه98-010219,IRB3TB670128,20220906,2,اسنادخزانه اسلامی-م13بودجه1398,A,I1,NO,4,69,6940,306
65774725600261203,IRO1OS010001,OS011,AzarSharghi Inv.,OS01,وساشرقی,شرکت س استان آذربایجان شرقی,IRO1OS010003,20230909,1,شرکت س استان آذربایجان شرقی,A,N2,NO,5,56,5699,300
65801733033187418,IRB4SM049871,SM4Q1,SOV.Mush4SPL191022,SM04,اشاد4,مشارکت دولتی4-شرایط خاص980730,IRB4SM049874,20221212,2,مشارکت دولتی4-سپه-بودجه1394,A,17,NO,4,69,6920,706
65826018889855636,IRR7SRMP0101,SMRX1,Sarmad Insurance-R,SRMP,وسرمدح,ح. بیمه سرمد,IRR7SRMP0102,20200421,4,بیمه سرمد,A,P1,NO,7,66,6611,404
65836038919989820,IRR1NSPS0101,NSPX1,Pars Refract.-R,NSPS,کفپارسح,ح . فرآورده های  نسوز پارس,IRR1NSPS0106,20230111,1,فرآورده های  نسوز پارس,A,N1,NO,3,54,5492,400
65883838195688438,IRO1IKCO0001,IKCO1,Iran Khodro,IKCO,خودرو,ایران  خودرو,IRO1IKCO0008,20230909,1,ایران  خودرو,A,N2,NO,5,34,3410,300
